  34   3.84994E+01   9.39050E+00   1.46190E+01   8.58110E+00   9.05638E+01   1.59418E+00   6.63060E+00
  35   3.92286E+01   9.56283E+00   1.44168E+01   9.26012E+00   9.11471E+01   1.22030E+00   6.37912E+00
  36   4.00129E+01   9.74464E+00   1.42344E+01   1.00010E+01   9.15563E+01   1.02761E+00   6.00629E+00
  37   4.08950E+01   9.95928E+00   1.41414E+01   1.08515E+01   9.23224E+01   1.34818E+00   5.45512E+00
  38   4.18226E+01   1.02141E+01   1.40226E+01   1.17355E+01   9.10033E+01   3.53361E+00   5.50127E+00
  39   4.27323E+01   1.06253E+01   1.36596E+01   1.24611E+01   9.29728E+01   1.00662E+01   5.65678E+00
  40   4.36311E+01   1.11578E+01   1.30731E+01   1.28858E+01   8.62986E+01   1.07252E+01   6.55368E+00
  41   4.44357E+01   1.16121E+01   1.24716E+01   1.31672E+01   7.14071E+01   1.09906E+01   8.17179E+00
  42   4.51177E+01   1.18936E+01   1.18912E+01   1.33887E+01   5.10345E+01   1.44619E+01   9.91921E+00
  43   4.57340E+01   1.20262E+01   1.13656E+01   1.36821E+01   3.28252E+01   1.83282E+01   1.12126E+01
  44   4.63277E+01   1.20430E+01   1.09187E+01   1.40725E+01   1.89516E+01   1.68038E+01   1.19445E+01
  45   4.69110E+01   1.19570E+01   1.05337E+01   1.45022E+01   1.13039E+01   1.50797E+01   1.20669E+01
  46   4.75138E+01   1.17537E+01   1.02346E+01   1.49844E+01   5.12719E+00   1.10712E+01   1.14717E+01
  47   4.81708E+01   1.14610E+01   9.99621E+00   1.55221E+01   1.95196E+00   7.91551E+00   1.01055E+01
  48   4.89181E+01   1.10957E+01   9.78904E+00   1.61403E+01   5.66730E-01   6.59602E+00   8.51544E+00
  49   4.97456E+01   1.06592E+01   9.60919E+00   1.68199E+01  -1.99148E+00   5.07757E+00   7.46280E+00
  50   5.06539E+01   1.01684E+01   9.47973E+00   1.75731E+01  -4.21222E+00   4.42847E+00   6.76959E+00
  51   5.16233E+01   9.63345E+00   9.30041E+00   1.83614E+01  -2.93964E+00   6.03836E+00   6.12432E+00
  52   5.26530E+01   9.05498E+00   9.09072E+00   1.91871E+01   1.42389E+00   6.65060E+00   5.20937E+00
  53   5.36871E+01   8.46900E+00   8.85970E+00   2.00073E+01   7.88690E+00   7.49797E+00   4.34351E+00
  54   5.47120E+01   7.88675E+00   8.62825E+00   2.08183E+01   1.43764E+01   5.65867E+00   3.48818E+00
  55   5.57356E+01   7.30888E+00   8.39044E+00   2.16290E+01   1.79865E+01   3.39193E+00   3.01436E+00
  56   5.67634E+01   6.73751E+00   8.12461E+00   2.24410E+01   1.88135E+01   2.23686E+00   3.01954E+00
  57   5.77947E+01   6.18754E+00   7.78272E+00   2.32436E+01   1.80068E+01   1.71223E+00   3.35425E+00
  58   5.88005E+01   5.70208E+00   7.45475E+00   2.40611E+01   1.64974E+01   1.42295E+00   3.73176E+00
  59   5.97571E+01   5.33069E+00   7.16543E+00   2.48938E+01   1.51903E+01   1.38510E+00   3.95119E+00
  60   6.06792E+01   5.06637E+00   6.82518E+00   2.57091E+01   1.39350E+01   1.21452E+00   4.11506E+00
  61   6.16167E+01   4.85420E+00   6.46453E+00   2.65481E+01   1.34089E+01   9.52248E-01   4.04482E+00
  62   6.25935E+01   4.71674E+00   6.14290E+00   2.74601E+01   1.39258E+01   9.76737E-01   3.74618E+00
  63   6.36281E+01   4.67412E+00   5.71948E+00   2.84031E+01   1.47845E+01   1.43847E+00   3.32880E+00
  64   6.46669E+01   4.76065E+00   5.10524E+00   2.92364E+01   1.48561E+01   1.61385E+00   3.21703E+00
  65   6.57058E+01   4.87520E+00   4.42415E+00   3.00124E+01   1.35746E+01   7.16570E-01   3.47139E+00
  66   6.66937E+01   4.94382E+00   3.76519E+00   3.07453E+01   1.29610E+01   9.06032E-01   3.52359E+00
  67   6.76640E+01   4.87050E+00   3.09776E+00   3.14457E+01   1.23959E+01   9.96517E-01   3.57795E+00
  68   6.86321E+01   4.69261E+00   2.50072E+00   3.21868E+01   1.17807E+01   1.00120E+00   3.68419E+00
  69   6.95824E+01   4.42919E+00   1.93376E+00   3.29025E+01   1.03671E+01   9.84301E-01   3.98548E+00
  70   7.05145E+01   4.12152E+00   1.38575E+00   3.35909E+01   8.97564E+00   6.51732E-01   4.13806E+00
  71   7.14085E+01   3.83684E+00   8.17605E-01   3.42196E+01   9.36273E+00   8.84906E-01   3.84396E+00
  72   7.23177E+01   3.51825E+00   2.07154E-01   3.48133E+01   9.54026E+00   1.06827E+00   3.74838E+00
  73   7.32628E+01   3.16956E+00  -4.89131E-01   3.53489E+01   8.45585E+00   9.40604E-01   3.96096E+00
  74   7.42078E+01   2.83887E+00  -1.20870E+00   3.58645E+01   7.04588E+00   5.51142E-01   4.15110E+00
  75   7.51509E+01   2.48031E+00  -1.89242E+00   3.64063E+01   6.93720E+00   6.38484E-01   3.97362E+00
  76   7.61040E+01   2.10022E+00  -2.49749E+00   3.70369E+01   7.39654E+00   6.44134E-01   3.74565E+00
  77   7.70913E+01   1.69009E+00  -3.05008E+00   3.77448E+01   7.40959E+00   4.72127E-01   3.64423E+00
  78   7.80887E+01   1.24363E+00  -3.63654E+00   3.84169E+01   7.32603E+00   5.58425E-01   3.50990E+00
  79   7.91116E+01   7.83224E-01  -4.32607E+00   3.90159E+01   7.57486E+00   5.87256E-01   3.24994E+00
  80   8.01662E+01   3.89965E-01  -5.10717E+00   3.96054E+01   8.04545E+00   6.04702E-01   3.05176E+00
  81   8.12039E+01   4.04552E-03  -5.91772E+00   4.01258E+01   8.02848E+00   7.89255E-01   3.14798E+00
  82   8.22196E+01  -3.47999E-01  -6.79846E+00   4.04893E+01   7.00229E+00   5.41414E-01   3.39044E+00
  83   8.32325E+01  -6.94136E-01  -7.65297E+00   4.09086E+01   6.72972E+00   6.42167E-01   3.27693E+00
  84   8.43001E+01  -1.03597E+00  -8.46392E+00   4.15129E+01   7.14613E+00   6.71616E-01   3.00979E+00
  85   8.54513E+01  -1.28195E+00  -9.27949E+00   4.22873E+01   7.64452E+00   9.50920E-01   2.77648E+00
  86   8.66404E+01  -1.30013E+00  -1.00839E+01   4.31629E+01   7.88019E+00   1.21626E+00   2.65699E+00
  87   8.78374E+01  -1.16257E+00  -1.08777E+01   4.40482E+01   7.79923E+00   1.15140E+00   2.58661E+00
  88   8.90551E+01  -8.82299E-01  -1.16379E+01   4.49572E+01   7.81639E+00   1.23680E+00   2.47147E+00
  89   9.02255E+01  -3.77965E-01  -1.25437E+01   4.55004E+01   7.57583E+00   1.33167E+00   2.56053E+00
  90   9.14032E+01   2.57286E-01  -1.35060E+01   4.57401E+01   6.20933E+00   8.75613E-01   2.93200E+00
  91   9.25373E+01   8.14069E-01  -1.44507E+01   4.60293E+01   5.08967E+00   7.10888E-01   3.12732E+00
  92   9.36156E+01   1.22115E+00  -1.53880E+01   4.63736E+01   4.67446E+00   8.75248E-01   3.14783E+00
  93   9.46787E+01   1.49571E+00  -1.62970E+01   4.68515E+01   4.17272E+00   9.00519E-01   3.17627E+00
  94   9.57112E+01   1.59575E+00  -1.71376E+01   4.74427E+01   3.72978E+00   7.83122E-01   3.19501E+00
  95   9.67295E+01   1.66503E+00  -1.80240E+01   4.79390E+01   3.34236E+00   7.12559E-01   3.18987E+00
  96   9.77694E+01   1.66549E+00  -1.89055E+01   4.84908E+01   3.32826E+00   7.66856E-01   3.04566E+00
  97   9.88442E+01   1.56917E+00  -1.98208E+01   4.90459E+01   3.53153E+00   8.03800E-01   2.80317E+00
  98   9.99525E+01   1.44193E+00  -2.08336E+01   4.94775E+01   2.98662E+00   1.20033E+00   2.93621E+00
