   1   0.00000E+00  -9.65875E+00   2.67505E+01  -2.00656E+01   1.26547E+02   9.99691E-01   1.40257E+00
   2   1.48512E+00  -8.28433E+00   2.62131E+01  -1.98990E+01   1.26164E+02   9.98764E-01   1.49431E+00
   3   2.93816E+00  -7.06415E+00   2.59340E+01  -1.91610E+01   1.25866E+02   9.82984E-01   1.55957E+00
   4   4.43236E+00  -5.96021E+00   2.57005E+01  -1.81815E+01   1.25695E+02   9.38766E-01   1.53458E+00
   5   5.94118E+00  -4.79178E+00   2.53803E+01  -1.72822E+01   1.25725E+02   9.36284E-01   1.47076E+00
   6   7.50730E+00  -3.57187E+00   2.49825E+01  -1.63842E+01   1.25765E+02   9.39779E-01   1.41236E+00
   7   9.10468E+00  -2.43016E+00   2.45902E+01  -1.53382E+01   1.25740E+02   9.55287E-01   1.40825E+00
   8   1.06701E+01  -1.61771E+00   2.44790E+01  -1.40047E+01   1.25530E+02   9.55027E-01   1.50068E+00
   9   1.22043E+01  -1.00304E+00   2.44502E+01  -1.25993E+01   1.25205E+02   9.92360E-01   1.57398E+00
  10   1.36253E+01  -7.48977E-02   2.38568E+01  -1.17018E+01   1.24891E+02   1.03556E+00   1.68116E+00
  11   1.50865E+01   9.09514E-01   2.30090E+01  -1.10330E+01   1.24436E+02   9.46655E-01   1.81451E+00
  12   1.64701E+01   1.67370E+00   2.23707E+01  -1.00723E+01   1.24246E+02   9.42632E-01   1.87299E+00
  13   1.77830E+01   2.38490E+00   2.17774E+01  -9.14167E+00   1.24010E+02   9.48616E-01   1.94083E+00
  14   1.90462E+01   3.06618E+00   2.12468E+01  -8.21977E+00   1.23521E+02   1.01544E+00   2.12992E+00
  15   2.02726E+01   3.63789E+00   2.08975E+01  -7.19258E+00   1.22708E+02   1.02450E+00   2.39500E+00
  16   2.13995E+01   4.12524E+00   2.06326E+01  -6.21160E+00   1.22105E+02   9.43846E-01   2.52336E+00
  17   2.24977E+01   4.58471E+00   2.03300E+01  -5.26119E+00   1.21834E+02   9.39280E-01   2.52290E+00
  18   2.36289E+01   5.03680E+00   2.01170E+01  -4.24636E+00   1.21493E+02   9.66737E-01   2.56432E+00
  19   2.47357E+01   5.51611E+00   1.97927E+01  -3.30294E+00   1.21131E+02   1.02821E+00   2.60731E+00
  20   2.58351E+01   6.07604E+00   1.92619E+01  -2.51969E+00   1.20943E+02   9.65820E-01   2.58879E+00
  21   2.69372E+01   6.53571E+00   1.87671E+01  -1.64878E+00   1.20800E+02   9.66794E-01   2.57733E+00
  22   2.80127E+01   6.92664E+00   1.83496E+01  -7.37990E-01   1.20463E+02   9.68815E-01   2.68830E+00
  23   2.90595E+01   7.26966E+00   1.79715E+01   1.75929E-01   1.19921E+02   9.67370E-01   2.81777E+00
  24   3.00807E+01   7.62358E+00   1.75233E+01   1.02254E+00   1.19234E+02   1.04783E+00   2.98774E+00
  25   3.10826E+01   8.00827E+00   1.70233E+01   1.80087E+00   1.17828E+02   1.15263E+00   3.37527E+00
  26   3.20726E+01   8.31102E+00   1.65102E+01   2.59150E+00   1.16075E+02   1.17820E+00   3.72327E+00
  27   3.30454E+01   8.54362E+00   1.60591E+01   3.42137E+00   1.15184E+02   1.18914E+00   3.79106E+00
  28   3.39520E+01   8.72248E+00   1.56865E+01   4.22830E+00   1.13316E+02   1.71427E+00   4.19966E+00
  29   3.47866E+01   8.85911E+00   1.53987E+01   4.99975E+00   1.08516E+02   2.06168E+00   5.08005E+00
  30   3.55538E+01   8.97434E+00   1.51601E+01   5.71965E+00   1.03238E+02   2.32046E+00   5.82309E+00
  31   3.62935E+01   9.09985E+00   1.49817E+01   6.42649E+00   9.73648E+01   2.23240E+00   6.53576E+00
  32   3.70210E+01   9.19161E+00   1.48250E+01   7.13102E+00   9.26406E+01   1.82067E+00   6.96077E+00
  33   3.77622E+01   9.27694E+00   1.47266E+01   7.86059E+00   9.05335E+01   1.26521E+00   6.92162E+00
